MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1,col_31
MatNr1,2212,PrMod1,TSys27,AB-3CD-9,18.12.2023,15:05:56,System_issue,System_error,00:01:49,00:01:49,0.0
MatNr2,2213,PrMod4,TSys27,AB-3CD-6,18.12.2023,15:31:01,OK,OK,00:01:53,00:01:53,0.0
MatNr1,2214,PrMod1,TSys54,AB-2CD-8,18.12.2023,15:55:47,Angel_to_low,Tolerance_violence,00:02:05,00:02:05,0.0
MatNr2,2215,PrMod4,TSys27,AB-2CD-4,18.12.2023,16:21:56,angel_to_wide,Tolerance_violence,00:01:45,00:01:45,0.0
MatNr1,2216,PrMod3,TSys32,AB-3CD-0,18.12.2023,16:42:40,OK,OK,00:02:10,00:02:10,0.0
MatNr3,2217,PrMod2,TSys27,AB-2CD-1,18.12.2023,17:06:41,OK,OK,00:01:25,00:01:25,0.0
MatNr3,2218,PrMod1,TSys27,AB-2CD-4,18.12.2023,17:29:59,angel_to_wide,Tolerance_violence,00:01:13,00:01:13,0.0
MatNr1,2219,PrMod4,TSys32,AB-3CD-9,18.12.2023,17:53:09,OK,OK,00:01:45,00:01:45,0.0
MatNr1,2220,PrMod4,TSys27,AB-3CD-8,18.12.2023,18:14:51,OK,OK,00:02:07,00:02:07,0.0
MatNr3,2221,PrMod1,TSys32,AB-2CD-7,18.12.2023,18:40:22,OK,OK,00:01:38,00:01:38,0.0
MatNr1,2222,PrMod1,TSys27,AB-1CD-3,18.12.2023,19:03:08,OK,OK,00:01:42,00:01:42,0.0
MatNr1,2223,PrMod1,TSys32,AB-1CD-5,18.12.2023,19:25:39,OK,OK,00:01:52,00:01:52,0.0
MatNr3,2224,PrMod1,TSys32,AB-1CD-9,18.12.2023,19:52:19,OK,OK,00:02:28,00:02:28,0.0
MatNr2,2225,PrMod4,TSys54,AB-3CD-9,18.12.2023,20:21:00,Angel_to_low,Tolerance_violence,00:02:03,00:02:03,0.0
MatNr2,2226,PrMod1,TSys27,AB-3CD-5,18.12.2023,20:47:37,OK,OK,00:02:13,00:02:13,0.0
MatNr1,2227,PrMod1,TSys32,AB-1CD-7,18.12.2023,21:12:24,OK,OK,00:02:19,00:02:19,0.0
MatNr1,2228,PrMod2,TSys32,AB-1CD-5,18.12.2023,21:36:47,OK,OK,00:02:17,00:02:17,0.0
MatNr2,2229,PrMod3,TSys27,AB-1CD-5,18.12.2023,22:02:43,System_issue,System_error,00:02:21,00:02:21,0.0
MatNr3,2230,PrMod1,TSys54,AB-1CD-5,18.12.2023,22:26:12,OK,OK,00:02:01,00:02:01,0.0
MatNr3,2231,PrMod4,TSys27,AB-3CD-5,18.12.2023,22:50:49,OK,OK,00:01:34,00:01:34,0.0
MatNr1,2232,PrMod4,TSys54,AB-2CD-4,18.12.2023,23:15:15,OK,OK,00:01:30,00:01:30,0.0
MatNr2,2233,PrMod1,TSys27,AB-2CD-5,18.12.2023,23:35:41,OK,OK,00:01:32,00:01:32,0.0
MatNr3,2234,PrMod2,TSys27,AB-3CD-7,19.12.2023,00:00:20,OK,OK,00:01:40,00:01:40,0.0
MatNr2,2235,PrMod3,TSys27,AB-2CD-7,19.12.2023,00:23:49,OK,OK,00:02:10,00:02:10,0.0
MatNr2,2236,PrMod4,TSys54,AB-1CD-3,19.12.2023,00:44:19,OK,OK,00:02:00,00:02:00,0.0
MatNr2,2237,PrMod3,TSys32,AB-1CD-0,19.12.2023,01:08:17,OK,OK,00:02:04,00:02:04,0.0
MatNr2,2238,PrMod3,TSys32,AB-3CD-4,19.12.2023,01:31:09,OK,OK,00:02:05,00:02:05,0.0
MatNr1,2239,PrMod3,TSys54,AB-1CD-8,19.12.2023,01:54:56,OK,OK,00:02:13,00:02:13,0.0
MatNr3,2240,PrMod2,TSys27,AB-3CD-4,19.12.2023,02:15:53,OK,OK,00:01:40,00:01:40,0.0
MatNr3,2241,PrMod1,TSys27,AB-2CD-6,19.12.2023,02:37:07,System_issue,System_error,00:01:23,00:01:23,0.0
MatNr1,2242,PrMod4,TSys27,AB-3CD-7,19.12.2023,02:59:08,System_issue,System_error,00:02:15,00:02:15,0.0
MatNr3,2243,PrMod4,TSys32,AB-3CD-0,19.12.2023,03:23:53,OK,OK,00:02:09,00:02:09,0.0
MatNr2,2244,PrMod2,TSys32,AB-3CD-8,19.12.2023,03:46:17,OK,OK,00:02:03,00:02:03,0.0
MatNr3,2245,PrMod4,TSys32,AB-2CD-3,19.12.2023,04:08:31,OK,OK,00:01:54,00:01:54,0.0
MatNr3,2246,PrMod3,TSys54,AB-3CD-5,19.12.2023,04:34:32,OK,OK,00:01:25,00:01:25,0.0
MatNr1,2247,PrMod4,TSys32,AB-1CD-1,19.12.2023,05:01:27,OK,OK,00:01:30,00:01:30,0.0
MatNr2,2248,PrMod4,TSys54,AB-1CD-1,19.12.2023,05:22:45,OK,OK,00:01:55,00:01:55,-0.0
MatNr3,2249,PrMod4,TSys54,AB-2CD-1,19.12.2023,05:48:02,System_issue,System_error,00:01:57,00:01:57,0.0
MatNr1,2250,PrMod3,TSys27,AB-2CD-7,19.12.2023,06:13:24,OK,OK,00:01:24,00:01:24,0.0
MatNr1,2251,PrMod4,TSys27,AB-2CD-0,19.12.2023,06:36:06,OK,OK,00:01:55,00:01:55,0.0
MatNr3,2252,PrMod3,TSys32,AB-3CD-0,19.12.2023,07:00:49,OK,OK,00:01:55,00:01:55,0.0
MatNr2,2253,PrMod1,TSys54,AB-2CD-9,19.12.2023,07:23:46,OK,OK,00:02:04,00:02:04,0.0
MatNr2,2254,PrMod2,TSys32,AB-1CD-6,19.12.2023,07:46:32,OK,OK,00:01:41,00:01:41,0.0
MatNr2,2255,PrMod3,TSys54,AB-1CD-5,19.12.2023,08:08:15,OK,OK,00:02:01,00:02:01,0.0
MatNr1,2256,PrMod1,TSys27,AB-1CD-3,19.12.2023,08:33:14,OK,OK,00:01:31,00:01:31,0.0
MatNr3,2257,PrMod1,TSys27,AB-3CD-4,19.12.2023,08:57:34,OK,OK,00:01:33,00:01:33,0.0
MatNr3,2258,PrMod1,TSys27,AB-1CD-9,19.12.2023,09:20:18,OK,OK,00:02:07,00:02:07,0.0
MatNr3,2259,PrMod4,TSys54,AB-3CD-9,19.12.2023,09:44:42,OK,OK,00:01:48,00:01:48,0.0
MatNr2,2260,PrMod2,TSys27,AB-3CD-9,19.12.2023,10:10:54,OK,OK,00:01:46,00:01:46,0.0
MatNr3,2261,PrMod1,TSys32,AB-1CD-7,19.12.2023,10:37:42,OK,OK,00:01:08,00:01:08,0.0
MatNr2,2262,PrMod3,TSys32,AB-3CD-1,19.12.2023,10:58:27,OK,OK,00:02:24,00:02:24,0.0
MatNr2,2263,PrMod4,TSys32,AB-3CD-3,19.12.2023,11:19:53,OK,OK,00:01:46,00:01:46,0.0
MatNr1,2264,PrMod2,TSys54,AB-2CD-6,19.12.2023,11:41:14,Angel_to_low,Tolerance_violence,00:02:09,00:02:09,0.0
MatNr2,2265,PrMod3,TSys54,AB-3CD-5,19.12.2023,12:02:22,OK,OK,00:02:12,00:02:12,0.0
MatNr1,2266,PrMod2,TSys54,AB-3CD-3,19.12.2023,12:25:01,System_issue,System_error,00:02:33,00:02:33,0.0
MatNr1,2267,PrMod1,TSys54,AB-3CD-7,19.12.2023,12:48:17,OK,OK,00:01:53,00:01:53,0.0
MatNr1,2268,PrMod4,TSys54,AB-1CD-3,19.12.2023,13:11:40,angel_to_wide,Tolerance_violence,00:02:26,00:02:26,0.0
MatNr1,2269,PrMod3,TSys32,AB-2CD-8,19.12.2023,13:36:10,OK,OK,00:02:14,00:02:14,0.0
MatNr2,2270,PrMod3,TSys32,AB-2CD-7,19.12.2023,13:59:38,System_issue,System_error,00:01:45,00:01:45,0.0
MatNr2,2270,PrMod3,TSys32,AB-2CD-7,19.12.2023,14:03:31,System_issue,System_error,00:01:42,00:01:42,0.0
MatNr2,2271,PrMod1,TSys54,AB-1CD-8,19.12.2023,14:27:31,OK,OK,00:02:28,00:02:28,0.0
MatNr2,2272,PrMod2,TSys54,AB-2CD-6,19.12.2023,14:52:25,OK,OK,00:01:50,00:01:50,0.0
MatNr1,2273,PrMod1,TSys32,AB-1CD-9,19.12.2023,15:13:09,OK,OK,00:01:55,00:01:55,0.0
MatNr2,2274,PrMod2,TSys54,AB-1CD-5,19.12.2023,15:33:38,OK,OK,00:02:01,00:02:01,-0.0
MatNr2,2275,PrMod1,TSys32,AB-2CD-4,19.12.2023,15:55:19,OK,OK,00:01:54,00:01:54,0.0
MatNr2,2276,PrMod1,TSys32,AB-1CD-9,19.12.2023,16:20:05,OK,OK,00:02:51,00:02:51,0.0
MatNr2,2277,PrMod1,TSys32,AB-3CD-6,19.12.2023,16:44:04,OK,OK,00:01:35,00:01:35,0.0
MatNr2,2278,PrMod3,TSys27,AB-1CD-5,19.12.2023,17:07:19,OK,OK,00:01:54,00:01:54,0.0
MatNr3,2279,PrMod2,TSys27,AB-2CD-6,19.12.2023,17:31:23,OK,OK,00:02:04,00:02:04,0.0
MatNr2,2280,PrMod1,TSys32,AB-3CD-5,19.12.2023,17:55:58,angel_to_wide,Tolerance_violence,00:01:46,00:01:46,0.0
MatNr3,2281,PrMod1,TSys27,AB-1CD-8,19.12.2023,18:14:36,angel_to_wide,Tolerance_violence,00:01:48,00:01:48,0.0
MatNr3,2282,PrMod4,TSys27,AB-1CD-9,19.12.2023,18:33:32,OK,OK,00:02:17,00:02:17,0.0
MatNr3,2283,PrMod1,TSys54,AB-1CD-2,19.12.2023,19:00:22,OK,OK,00:02:11,00:02:11,0.0
MatNr2,2284,PrMod1,TSys32,AB-1CD-3,19.12.2023,19:26:06,OK,OK,00:01:31,00:01:31,0.0
MatNr3,2285,PrMod4,TSys32,AB-3CD-1,19.12.2023,19:49:18,OK,OK,00:01:39,00:01:39,0.0
MatNr2,2286,PrMod1,TSys27,AB-2CD-3,19.12.2023,20:11:49,System_issue,System_error,00:01:51,00:01:51,0.0
MatNr3,2287,PrMod3,TSys32,AB-3CD-2,19.12.2023,20:38:04,angel_to_wide,Tolerance_violence,00:01:43,00:01:43,0.0
MatNr2,2288,PrMod3,TSys54,AB-1CD-2,19.12.2023,21:00:03,OK,OK,00:01:13,00:01:13,0.0
MatNr3,2289,PrMod1,TSys32,AB-2CD-4,19.12.2023,21:23:06,OK,OK,00:01:48,00:01:48,0.0
MatNr1,2290,PrMod3,TSys27,AB-2CD-4,19.12.2023,21:45:59,OK,OK,00:01:58,00:01:58,0.0
MatNr1,2291,PrMod3,TSys54,AB-1CD-9,19.12.2023,22:06:59,OK,OK,00:02:17,00:02:17,0.0
MatNr2,2292,PrMod3,TSys27,AB-3CD-8,19.12.2023,22:28:54,OK,OK,00:02:19,00:02:19,0.0
MatNr3,2293,PrMod4,TSys32,AB-1CD-9,19.12.2023,22:51:33,OK,OK,00:01:52,00:01:52,0.0
MatNr1,2294,PrMod4,TSys27,AB-2CD-6,19.12.2023,23:14:38,angel_to_wide,Tolerance_violence,00:01:39,00:01:39,0.0
MatNr1,2295,PrMod1,TSys27,AB-2CD-7,19.12.2023,23:38:09,OK,OK,00:02:05,00:02:05,0.0
MatNr3,2296,PrMod4,TSys32,AB-3CD-9,20.12.2023,00:01:33,OK,OK,00:02:21,00:02:21,0.0
MatNr2,2297,PrMod3,TSys32,AB-1CD-2,20.12.2023,00:26:41,OK,OK,00:01:58,00:01:58,0.0
MatNr3,2298,PrMod4,TSys54,AB-1CD-4,20.12.2023,00:51:02,OK,OK,00:01:29,00:01:29,0.0
MatNr2,2299,PrMod2,TSys27,AB-2CD-2,20.12.2023,01:13:11,OK,OK,00:01:45,00:01:45,0.0
MatNr3,2300,PrMod2,TSys27,AB-2CD-2,20.12.2023,01:37:18,OK,OK,00:02:30,00:02:30,-0.0
MatNr1,2301,PrMod4,TSys27,AB-2CD-2,20.12.2023,02:01:09,OK,OK,00:01:39,00:01:39,0.0
MatNr1,2302,PrMod4,TSys32,AB-3CD-2,20.12.2023,02:24:48,angel_to_wide,Tolerance_violence,00:02:07,00:02:07,0.0
MatNr1,2303,PrMod4,TSys54,AB-1CD-7,20.12.2023,02:49:28,OK,OK,00:02:14,00:02:14,0.0
MatNr2,2304,PrMod2,TSys27,AB-1CD-4,20.12.2023,03:11:44,OK,OK,00:02:14,00:02:14,0.0
MatNr2,2305,PrMod4,TSys27,AB-3CD-2,20.12.2023,03:35:34,OK,OK,00:01:21,00:01:21,0.0
MatNr3,2306,PrMod2,TSys27,AB-2CD-8,20.12.2023,03:59:32,System_issue,System_error,00:01:54,00:01:54,0.0
MatNr2,2307,PrMod2,TSys27,AB-2CD-0,20.12.2023,04:22:41,OK,OK,00:02:45,00:02:45,0.0
MatNr2,2308,PrMod3,TSys27,AB-2CD-9,20.12.2023,04:47:54,OK,OK,00:02:12,00:02:12,0.0
MatNr3,2309,PrMod1,TSys32,AB-2CD-3,20.12.2023,05:08:31,OK,OK,00:02:11,00:02:11,0.0
MatNr1,2310,PrMod3,TSys32,AB-2CD-5,20.12.2023,05:35:23,OK,OK,00:02:10,00:02:10,0.0
MatNr1,2311,PrMod3,TSys54,AB-1CD-2,20.12.2023,06:00:37,System_issue,System_error,00:01:48,00:01:48,0.0
MatNr2,2312,PrMod1,TSys27,AB-3CD-6,20.12.2023,06:19:17,Angel_to_low,Tolerance_violence,00:02:02,00:02:02,0.0
MatNr3,2313,PrMod1,TSys27,AB-3CD-8,20.12.2023,06:41:27,System_issue,System_error,00:02:00,00:02:00,0.0
MatNr1,2314,PrMod4,TSys32,AB-3CD-4,20.12.2023,07:02:21,OK,OK,00:01:39,00:01:39,0.0
MatNr2,2315,PrMod4,TSys54,AB-3CD-9,20.12.2023,07:22:39,OK,OK,00:02:21,00:02:21,0.0
MatNr2,2316,PrMod3,TSys27,AB-1CD-1,20.12.2023,07:47:47,OK,OK,00:02:01,00:02:01,0.0
MatNr2,2317,PrMod4,TSys32,AB-2CD-8,20.12.2023,08:09:01,OK,OK,00:01:38,00:01:38,0.0
MatNr2,2318,PrMod2,TSys32,AB-3CD-7,20.12.2023,08:34:22,OK,OK,00:01:20,00:01:20,0.0
MatNr2,2319,PrMod3,TSys54,AB-1CD-4,20.12.2023,09:02:24,angel_to_wide,Tolerance_violence,00:01:54,00:01:54,0.0
MatNr3,2320,PrMod2,TSys27,AB-2CD-4,20.12.2023,09:23:46,OK,OK,00:02:41,00:02:41,0.0
MatNr1,2321,PrMod4,TSys32,AB-2CD-7,20.12.2023,09:44:57,OK,OK,00:02:24,00:02:24,0.0
MatNr2,2322,PrMod3,TSys54,AB-2CD-9,20.12.2023,10:09:52,System_issue,System_error,00:01:49,00:01:49,0.0
MatNr2,2323,PrMod1,TSys32,AB-3CD-2,20.12.2023,10:30:48,OK,OK,00:02:07,00:02:07,0.0
MatNr2,2324,PrMod2,TSys54,AB-3CD-1,20.12.2023,10:54:18,OK,OK,00:02:21,00:02:21,0.0
MatNr3,2325,PrMod2,TSys32,AB-1CD-5,20.12.2023,11:18:48,OK,OK,00:01:54,00:01:54,0.0
MatNr3,2326,PrMod2,TSys54,AB-3CD-2,20.12.2023,11:45:24,angel_to_wide,Tolerance_violence,00:01:39,00:01:39,-0.0
MatNr1,2327,PrMod3,TSys54,AB-1CD-2,20.12.2023,12:09:05,OK,OK,00:02:34,00:02:34,0.0
MatNr3,2328,PrMod4,TSys54,AB-3CD-0,20.12.2023,12:34:57,OK,OK,00:02:10,00:02:10,-0.0
MatNr3,2329,PrMod1,TSys54,AB-3CD-5,20.12.2023,12:58:25,Angel_to_low,Tolerance_violence,00:02:06,00:02:06,-0.0
MatNr1,2330,PrMod3,TSys32,AB-3CD-0,20.12.2023,13:24:50,OK,OK,00:01:33,00:01:33,0.0
MatNr3,2331,PrMod4,TSys32,AB-3CD-5,20.12.2023,13:47:35,OK,OK,00:02:00,00:02:00,0.0
MatNr1,2332,PrMod4,TSys32,AB-1CD-7,20.12.2023,14:15:30,angel_to_wide,Tolerance_violence,00:02:12,00:02:12,0.0
MatNr2,2333,PrMod3,TSys32,AB-1CD-9,20.12.2023,14:40:09,Angel_to_low,Tolerance_violence,00:02:38,00:02:38,0.0
MatNr2,2334,PrMod3,TSys54,AB-3CD-3,20.12.2023,15:06:31,OK,OK,00:02:01,00:02:01,0.0
MatNr3,2335,PrMod1,TSys32,AB-2CD-3,20.12.2023,15:30:51,OK,OK,00:02:14,00:02:14,0.0
MatNr1,2336,PrMod2,TSys27,AB-1CD-6,20.12.2023,15:59:05,Angel_to_low,Tolerance_violence,00:01:33,00:01:33,0.0
MatNr3,2337,PrMod2,TSys27,AB-1CD-0,20.12.2023,16:22:51,OK,OK,00:01:31,00:01:31,0.0
MatNr2,2338,PrMod1,TSys27,AB-2CD-8,20.12.2023,16:46:20,OK,OK,00:01:37,00:01:37,0.0
MatNr3,2339,PrMod4,TSys32,AB-3CD-2,20.12.2023,17:11:01,OK,OK,00:01:39,00:01:39,0.0
MatNr3,2340,PrMod2,TSys32,AB-3CD-3,20.12.2023,17:32:59,OK,OK,00:02:01,00:02:01,0.0
MatNr3,2341,PrMod1,TSys27,AB-2CD-5,20.12.2023,18:01:06,angel_to_wide,Tolerance_violence,00:02:08,00:02:08,0.0
MatNr2,2342,PrMod1,TSys27,AB-1CD-6,20.12.2023,18:24:35,OK,OK,00:01:47,00:01:47,0.0
MatNr2,2343,PrMod3,TSys54,AB-2CD-7,20.12.2023,18:43:23,angel_to_wide,Tolerance_violence,00:02:08,00:02:08,0.0
MatNr3,2344,PrMod1,TSys27,AB-2CD-7,20.12.2023,19:09:40,OK,OK,00:01:44,00:01:44,0.0
MatNr1,2345,PrMod2,TSys32,AB-2CD-2,20.12.2023,19:31:36,OK,OK,00:02:19,00:02:19,0.0
MatNr1,2346,PrMod1,TSys32,AB-1CD-0,20.12.2023,19:54:01,OK,OK,00:02:20,00:02:20,0.0
MatNr3,2347,PrMod4,TSys27,AB-2CD-9,20.12.2023,20:21:09,OK,OK,00:01:54,00:01:54,0.0
MatNr2,2348,PrMod4,TSys54,AB-2CD-5,20.12.2023,20:51:42,OK,OK,00:01:45,00:01:45,0.0
MatNr2,2349,PrMod4,TSys27,AB-2CD-0,20.12.2023,21:13:35,OK,OK,00:01:33,00:01:33,-0.0
MatNr3,2350,PrMod1,TSys32,AB-1CD-0,20.12.2023,21:35:56,OK,OK,00:01:39,00:01:39,0.0
MatNr1,2351,PrMod2,TSys32,AB-1CD-4,20.12.2023,21:57:05,OK,OK,00:02:05,00:02:05,0.0
MatNr2,2352,PrMod1,TSys32,AB-3CD-2,20.12.2023,22:19:47,OK,OK,00:01:28,00:01:28,0.0
MatNr2,2353,PrMod3,TSys27,AB-1CD-6,20.12.2023,22:40:03,OK,OK,00:01:33,00:01:33,0.0
MatNr1,2354,PrMod1,TSys32,AB-2CD-3,20.12.2023,23:01:32,OK,OK,00:02:24,00:02:24,0.0
MatNr1,2355,PrMod3,TSys54,AB-2CD-9,20.12.2023,23:24:54,OK,OK,00:02:14,00:02:14,0.0
MatNr1,2356,PrMod4,TSys54,AB-3CD-6,20.12.2023,23:47:47,OK,OK,00:02:01,00:02:01,0.0
MatNr2,2357,PrMod3,TSys54,AB-3CD-7,21.12.2023,00:13:28,System_issue,System_error,00:02:24,00:02:24,0.0
MatNr3,2358,PrMod4,TSys32,AB-2CD-6,21.12.2023,00:36:03,OK,OK,00:02:02,00:02:02,0.0
MatNr3,2359,PrMod2,TSys54,AB-3CD-6,21.12.2023,01:01:25,Angel_to_low,Tolerance_violence,00:02:06,00:02:06,0.0
MatNr1,2360,PrMod1,TSys32,AB-1CD-9,21.12.2023,01:26:04,OK,OK,00:02:02,00:02:02,0.0
MatNr3,2361,PrMod3,TSys27,AB-2CD-9,21.12.2023,01:49:36,OK,OK,00:01:19,00:01:19,0.0
MatNr3,2362,PrMod3,TSys54,AB-1CD-6,21.12.2023,02:13:33,OK,OK,00:01:57,00:01:57,0.0
MatNr2,2363,PrMod1,TSys32,AB-1CD-2,21.12.2023,02:38:36,System_issue,System_error,00:02:09,00:02:09,0.0
MatNr3,2364,PrMod3,TSys32,AB-2CD-5,21.12.2023,03:01:44,OK,OK,00:01:44,00:01:44,0.0
MatNr1,2365,PrMod3,TSys54,AB-1CD-7,21.12.2023,03:31:13,angel_to_wide,Tolerance_violence,00:01:39,00:01:39,0.0
MatNr3,2366,PrMod4,TSys32,AB-3CD-5,21.12.2023,03:54:49,System_issue,System_error,00:02:28,00:02:28,0.0
MatNr1,2367,PrMod3,TSys27,AB-2CD-3,21.12.2023,04:18:44,OK,OK,00:02:15,00:02:15,0.0
MatNr2,2368,PrMod4,TSys32,AB-1CD-5,21.12.2023,04:40:38,OK,OK,00:02:35,00:02:35,0.0
MatNr2,2369,PrMod2,TSys27,AB-2CD-7,21.12.2023,05:03:45,OK,OK,00:02:49,00:02:49,0.0
MatNr3,2370,PrMod2,TSys32,AB-2CD-1,21.12.2023,05:28:19,angel_to_wide,Tolerance_violence,00:01:59,00:01:59,0.0
MatNr1,2371,PrMod4,TSys54,AB-3CD-1,21.12.2023,05:50:24,System_issue,System_error,00:01:10,00:01:10,0.0
MatNr1,2372,PrMod1,TSys54,AB-3CD-7,21.12.2023,06:11:49,OK,OK,00:01:46,00:01:46,0.0
MatNr1,2373,PrMod4,TSys27,AB-3CD-2,21.12.2023,06:39:45,angel_to_wide,Tolerance_violence,00:01:26,00:01:26,0.0
MatNr3,2374,PrMod3,TSys32,AB-1CD-2,21.12.2023,07:05:10,System_issue,System_error,00:02:07,00:02:07,0.0
MatNr1,2375,PrMod2,TSys54,AB-1CD-2,21.12.2023,07:27:45,OK,OK,00:01:28,00:01:28,0.0
MatNr3,2376,PrMod2,TSys27,AB-2CD-5,21.12.2023,07:53:13,System_issue,System_error,00:01:34,00:01:34,0.0
MatNr3,2376,PrMod2,TSys27,AB-2CD-5,21.12.2023,07:58:38,System_issue,System_error,00:01:57,00:01:57,0.0
MatNr3,2377,PrMod2,TSys32,AB-1CD-5,21.12.2023,08:23:54,OK,OK,00:01:56,00:01:56,0.0
MatNr1,2378,PrMod1,TSys54,AB-3CD-0,21.12.2023,08:47:58,OK,OK,00:01:56,00:01:56,0.0
MatNr3,2379,PrMod1,TSys27,AB-2CD-7,21.12.2023,09:12:56,Angel_to_low,Tolerance_violence,00:01:40,00:01:40,0.0
MatNr1,2380,PrMod1,TSys27,AB-1CD-8,21.12.2023,09:34:21,OK,OK,00:01:48,00:01:48,0.0
MatNr2,2381,PrMod1,TSys54,AB-2CD-2,21.12.2023,09:57:25,angel_to_wide,Tolerance_violence,00:01:45,00:01:45,0.0
MatNr3,2382,PrMod3,TSys27,AB-3CD-5,21.12.2023,10:19:44,OK,OK,00:01:44,00:01:44,0.0
MatNr3,2383,PrMod3,TSys27,AB-2CD-0,21.12.2023,10:45:23,OK,OK,00:02:24,00:02:24,0.0
MatNr2,2384,PrMod3,TSys27,AB-2CD-9,21.12.2023,11:09:04,OK,OK,00:01:49,00:01:49,0.0
MatNr1,2385,PrMod3,TSys27,AB-3CD-2,21.12.2023,11:38:04,angel_to_wide,Tolerance_violence,00:01:41,00:01:41,0.0
MatNr3,2386,PrMod4,TSys32,AB-2CD-5,21.12.2023,12:00:38,OK,OK,00:02:23,00:02:23,0.0
MatNr1,2387,PrMod4,TSys54,AB-3CD-0,21.12.2023,12:24:52,angel_to_wide,Tolerance_violence,00:01:19,00:01:19,0.0
MatNr2,2388,PrMod4,TSys32,AB-3CD-1,21.12.2023,12:48:09,OK,OK,00:02:06,00:02:06,0.0
MatNr1,2389,PrMod2,TSys54,AB-2CD-2,21.12.2023,13:11:10,OK,OK,00:02:08,00:02:08,0.0
MatNr2,2390,PrMod3,TSys54,AB-2CD-5,21.12.2023,13:36:22,OK,OK,00:02:02,00:02:02,0.0
MatNr2,2391,PrMod1,TSys54,AB-2CD-5,21.12.2023,13:59:45,System_issue,System_error,00:01:53,00:01:53,0.0
MatNr2,2392,PrMod1,TSys27,AB-1CD-7,21.12.2023,14:22:58,OK,OK,00:02:14,00:02:14,0.0
MatNr3,2393,PrMod2,TSys54,AB-3CD-6,21.12.2023,14:48:35,angel_to_wide,Tolerance_violence,00:01:59,00:01:59,0.0
MatNr3,2394,PrMod1,TSys54,AB-2CD-4,21.12.2023,15:12:34,OK,OK,00:02:00,00:02:00,0.0
MatNr2,2395,PrMod1,TSys32,AB-3CD-6,21.12.2023,15:38:01,angel_to_wide,Tolerance_violence,00:02:09,00:02:09,-0.0
MatNr3,2396,PrMod2,TSys27,AB-1CD-6,21.12.2023,16:01:30,OK,OK,00:02:25,00:02:25,0.0
MatNr2,2397,PrMod1,TSys54,AB-3CD-9,21.12.2023,16:21:35,angel_to_wide,Tolerance_violence,00:01:42,00:01:42,0.0
MatNr2,2398,PrMod2,TSys32,AB-1CD-6,21.12.2023,16:45:18,angel_to_wide,Tolerance_violence,00:01:38,00:01:38,0.0
MatNr2,2399,PrMod4,TSys54,AB-2CD-2,21.12.2023,17:08:45,OK,OK,00:01:47,00:01:47,0.0
MatNr1,2400,PrMod4,TSys27,AB-3CD-2,21.12.2023,17:32:39,OK,OK,00:01:21,00:01:21,0.0
MatNr2,2401,PrMod2,TSys54,AB-3CD-4,21.12.2023,18:00:20,angel_to_wide,Tolerance_violence,00:01:44,00:01:44,0.0
MatNr2,2402,PrMod2,TSys54,AB-1CD-7,21.12.2023,18:23:12,OK,OK,00:02:37,00:02:37,0.0
MatNr1,2403,PrMod4,TSys27,AB-3CD-6,21.12.2023,18:45:06,Angel_to_low,Tolerance_violence,00:01:57,00:01:57,0.0
MatNr2,2404,PrMod4,TSys27,AB-2CD-3,21.12.2023,19:09:58,OK,OK,00:02:16,00:02:16,0.0
MatNr1,2405,PrMod4,TSys32,AB-1CD-3,21.12.2023,19:32:18,OK,OK,00:01:49,00:01:49,0.0
MatNr1,2406,PrMod3,TSys27,AB-3CD-1,21.12.2023,19:56:39,System_issue,System_error,00:01:48,00:01:48,0.0
MatNr3,2407,PrMod4,TSys54,AB-1CD-0,21.12.2023,20:19:16,OK,OK,00:02:12,00:02:12,0.0
MatNr2,2408,PrMod2,TSys54,AB-3CD-6,21.12.2023,20:43:32,angel_to_wide,Tolerance_violence,00:02:15,00:02:15,0.0
MatNr2,2409,PrMod4,TSys32,AB-1CD-8,21.12.2023,21:12:47,System_issue,System_error,00:01:18,00:01:18,0.0
MatNr3,2410,PrMod3,TSys27,AB-3CD-1,21.12.2023,21:37:45,OK,OK,00:02:00,00:02:00,0.0
MatNr2,2411,PrMod4,TSys54,AB-1CD-4,21.12.2023,22:01:02,System_issue,System_error,00:02:02,00:02:02,0.0
MatNr1,2412,PrMod1,TSys27,AB-3CD-1,21.12.2023,22:26:14,OK,OK,00:02:26,00:02:26,0.0
MatNr3,2413,PrMod1,TSys54,AB-1CD-2,21.12.2023,22:54:21,OK,OK,00:02:06,00:02:06,0.0
MatNr1,2414,PrMod4,TSys27,AB-2CD-3,21.12.2023,23:14:52,OK,OK,00:02:15,00:02:15,0.0
MatNr1,2415,PrMod4,TSys27,AB-2CD-0,21.12.2023,23:36:56,OK,OK,00:01:50,00:01:50,0.0
MatNr2,2416,PrMod3,TSys32,AB-3CD-7,22.12.2023,00:00:45,OK,OK,00:02:02,00:02:02,0.0
MatNr2,2417,PrMod3,TSys32,AB-2CD-8,22.12.2023,00:22:29,System_issue,System_error,00:01:44,00:01:44,0.0
MatNr2,2417,PrMod3,TSys32,AB-2CD-8,22.12.2023,00:27:02,System_issue,System_error,00:01:57,00:01:57,0.0
MatNr3,2418,PrMod1,TSys32,AB-3CD-7,22.12.2023,00:49:55,OK,OK,00:01:57,00:01:57,0.0
