MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1
MatNr1,2320,PrMod2,TSys27,AB-2CD-4,22.09.2024,14:35:56,OK,OK,00:02:29,00:02:29
MatNr3,2321,PrMod1,TSys54,AB-1CD-9,22.09.2024,14:58:11,Angel_to_low,Tolerance_violence,00:01:52,00:01:52
MatNr3,2322,PrMod4,TSys54,AB-3CD-3,22.09.2024,15:23:32,OK,OK,00:02:20,00:02:20
MatNr1,2323,PrMod3,TSys54,AB-3CD-2,22.09.2024,15:47:11,OK,OK,00:01:59,00:01:59
MatNr3,2324,PrMod1,TSys32,AB-1CD-3,22.09.2024,16:08:51,Angel_to_low,Tolerance_violence,00:02:18,00:02:18
MatNr2,2325,PrMod3,TSys27,AB-3CD-0,22.09.2024,16:31:50,OK,OK,00:01:20,00:01:20
MatNr3,2326,PrMod2,TSys32,AB-3CD-8,22.09.2024,16:53:28,OK,OK,00:01:37,00:01:37
MatNr3,2327,PrMod1,TSys32,AB-2CD-1,22.09.2024,17:13:12,OK,OK,00:01:42,00:01:42
MatNr2,2328,PrMod1,TSys32,AB-3CD-6,22.09.2024,17:35:39,OK,OK,00:01:39,00:01:39
MatNr1,2329,PrMod4,TSys54,AB-3CD-2,22.09.2024,17:56:45,OK,OK,00:01:38,00:01:38
MatNr2,2330,PrMod4,TSys32,AB-1CD-0,22.09.2024,18:19:24,System_issue,System_error,00:02:51,00:02:51
MatNr2,2331,PrMod3,TSys32,AB-3CD-7,22.09.2024,18:42:24,OK,OK,00:01:51,00:01:51
MatNr3,2332,PrMod1,TSys32,AB-2CD-7,22.09.2024,19:06:10,OK,OK,00:02:07,00:02:07
MatNr3,2333,PrMod2,TSys54,AB-3CD-1,22.09.2024,19:30:53,angel_to_wide,Tolerance_violence,00:02:00,00:02:00
MatNr1,2334,PrMod3,TSys32,AB-2CD-5,22.09.2024,19:53:29,OK,OK,00:01:50,00:01:50
MatNr3,2335,PrMod1,TSys32,AB-2CD-3,22.09.2024,20:20:00,System_issue,System_error,00:01:56,00:01:56
MatNr1,2336,PrMod1,TSys54,AB-3CD-4,22.09.2024,20:50:23,angel_to_wide,Tolerance_violence,00:02:05,00:02:05
MatNr3,2337,PrMod1,TSys27,AB-1CD-5,22.09.2024,21:17:08,OK,OK,00:01:14,00:01:14
MatNr3,2338,PrMod4,TSys54,AB-3CD-0,22.09.2024,21:40:01,OK,OK,00:01:58,00:01:58
MatNr1,2339,PrMod3,TSys54,AB-2CD-6,22.09.2024,22:02:26,System_issue,System_error,00:01:54,00:01:54
MatNr1,2340,PrMod4,TSys54,AB-2CD-2,22.09.2024,22:25:17,OK,OK,00:02:08,00:02:08
MatNr1,2341,PrMod3,TSys32,AB-3CD-7,22.09.2024,22:51:23,OK,OK,00:01:58,00:01:58
MatNr2,2342,PrMod3,TSys32,AB-3CD-0,22.09.2024,23:15:32,OK,OK,00:02:02,00:02:02
MatNr3,2343,PrMod3,TSys54,AB-1CD-0,22.09.2024,23:39:31,OK,OK,00:02:04,00:02:04
MatNr3,2344,PrMod3,TSys27,AB-2CD-1,23.09.2024,00:03:19,Angel_to_low,Tolerance_violence,00:01:43,00:01:43
MatNr1,2345,PrMod3,TSys27,AB-3CD-1,23.09.2024,00:24:36,OK,OK,00:01:48,00:01:48
MatNr2,2346,PrMod2,TSys32,AB-2CD-0,23.09.2024,00:44:50,OK,OK,00:01:46,00:01:46
MatNr1,2347,PrMod4,TSys54,AB-2CD-8,23.09.2024,01:08:01,OK,OK,00:01:39,00:01:39
MatNr2,2348,PrMod1,TSys27,AB-1CD-5,23.09.2024,01:27:16,Angel_to_low,Tolerance_violence,00:02:10,00:02:10
MatNr2,2349,PrMod1,TSys54,AB-2CD-3,23.09.2024,01:52:25,angel_to_wide,Tolerance_violence,00:01:24,00:01:24
MatNr3,2350,PrMod4,TSys54,AB-2CD-1,23.09.2024,02:15:20,OK,OK,00:01:38,00:01:38
MatNr3,2351,PrMod1,TSys32,AB-3CD-1,23.09.2024,02:35:42,temperature_to_high,Tolerance_violence,00:01:49,00:01:49
MatNr2,2352,PrMod2,TSys54,AB-2CD-9,23.09.2024,02:59:39,OK,OK,00:01:30,00:01:30
MatNr3,2353,PrMod2,TSys54,AB-1CD-0,23.09.2024,03:25:50,OK,OK,00:02:19,00:02:19
MatNr2,2354,PrMod3,TSys32,AB-1CD-2,23.09.2024,03:52:19,OK,OK,00:01:44,00:01:44
MatNr3,2355,PrMod3,TSys27,AB-1CD-6,23.09.2024,04:14:21,OK,OK,00:01:07,00:01:07
MatNr2,2356,PrMod3,TSys27,AB-2CD-9,23.09.2024,04:33:03,OK,OK,00:02:28,00:02:28
MatNr1,2357,PrMod1,TSys27,AB-1CD-4,23.09.2024,04:56:39,OK,OK,00:02:06,00:02:06
MatNr1,2358,PrMod1,TSys32,AB-1CD-5,23.09.2024,05:22:25,angel_to_wide,Tolerance_violence,00:02:09,00:02:09
MatNr2,2359,PrMod4,TSys32,AB-3CD-6,23.09.2024,05:47:51,OK,OK,00:02:35,00:02:35
MatNr1,2360,PrMod1,TSys54,AB-1CD-1,23.09.2024,06:10:57,OK,OK,00:02:08,00:02:08
MatNr2,2361,PrMod4,TSys54,AB-3CD-5,23.09.2024,06:35:03,OK,OK,00:01:54,00:01:54
MatNr2,2362,PrMod4,TSys27,AB-3CD-0,23.09.2024,06:56:57,Angel_to_low,Tolerance_violence,00:01:30,00:01:30
MatNr1,2363,PrMod1,TSys27,AB-1CD-8,23.09.2024,07:23:44,OK,OK,00:01:33,00:01:33
MatNr1,2364,PrMod2,TSys32,AB-2CD-3,23.09.2024,07:47:59,OK,OK,00:02:07,00:02:07
MatNr2,2365,PrMod1,TSys32,AB-1CD-6,23.09.2024,08:10:27,OK,OK,00:02:12,00:02:12
MatNr2,2366,PrMod4,TSys27,AB-3CD-8,23.09.2024,08:33:22,OK,OK,00:01:30,00:01:30
MatNr2,2367,PrMod4,TSys27,AB-3CD-5,23.09.2024,08:58:16,OK,OK,00:02:18,00:02:18
MatNr3,2368,PrMod4,TSys54,AB-3CD-7,23.09.2024,09:21:44,OK,OK,00:02:05,00:02:05
MatNr1,2369,PrMod2,TSys27,AB-3CD-3,23.09.2024,09:43:22,OK,OK,00:01:43,00:01:43
MatNr3,2370,PrMod4,TSys32,AB-3CD-3,23.09.2024,10:06:46,System_issue,System_error,00:02:20,00:02:20
MatNr1,2371,PrMod2,TSys32,AB-3CD-1,23.09.2024,10:30:35,OK,OK,00:02:04,00:02:04
MatNr2,2372,PrMod1,TSys32,AB-3CD-8,23.09.2024,11:01:08,angel_to_wide,Tolerance_violence,00:02:11,00:02:11
MatNr2,2373,PrMod4,TSys32,AB-1CD-8,23.09.2024,11:30:38,System_issue,System_error,00:01:36,00:01:36
MatNr1,2374,PrMod4,TSys27,AB-2CD-6,23.09.2024,11:54:36,OK,OK,00:02:25,00:02:25
MatNr1,2375,PrMod1,TSys54,AB-2CD-0,23.09.2024,12:18:20,OK,OK,00:02:04,00:02:04
MatNr3,2376,PrMod1,TSys32,AB-1CD-1,23.09.2024,12:41:40,OK,OK,00:01:58,00:01:58
MatNr2,2377,PrMod1,TSys54,AB-2CD-3,23.09.2024,13:04:24,OK,OK,00:01:37,00:01:37
MatNr3,2378,PrMod4,TSys27,AB-3CD-3,23.09.2024,13:25:29,OK,OK,00:01:32,00:01:32
MatNr2,2379,PrMod3,TSys32,AB-1CD-2,23.09.2024,13:53:33,Angel_to_low,Tolerance_violence,00:01:57,00:01:57
MatNr1,2380,PrMod4,TSys32,AB-2CD-4,23.09.2024,14:21:10,Angel_to_low,Tolerance_violence,00:02:13,00:02:13
MatNr1,2381,PrMod2,TSys54,AB-2CD-8,23.09.2024,14:43:31,angel_to_wide,Tolerance_violence,00:02:07,00:02:07
MatNr3,2382,PrMod4,TSys32,AB-3CD-9,23.09.2024,15:04:59,OK,OK,00:01:39,00:01:39
MatNr1,2383,PrMod4,TSys54,AB-2CD-6,23.09.2024,15:32:04,OK,OK,00:01:35,00:01:35
MatNr3,2384,PrMod1,TSys54,AB-2CD-4,23.09.2024,15:52:47,OK,OK,00:02:03,00:02:03
MatNr3,2385,PrMod2,TSys54,AB-2CD-2,23.09.2024,16:15:12,OK,OK,00:02:10,00:02:10
MatNr1,2386,PrMod3,TSys27,AB-2CD-6,23.09.2024,16:36:57,OK,OK,00:01:52,00:01:52
MatNr2,2387,PrMod4,TSys27,AB-2CD-3,23.09.2024,16:58:12,OK,OK,00:02:12,00:02:12
MatNr1,2388,PrMod1,TSys54,AB-1CD-2,23.09.2024,17:19:33,System_issue,System_error,00:02:20,00:02:20
MatNr1,2389,PrMod4,TSys54,AB-3CD-8,23.09.2024,17:46:38,OK,OK,00:01:48,00:01:48
MatNr3,2390,PrMod3,TSys27,AB-3CD-8,23.09.2024,18:08:33,OK,OK,00:01:50,00:01:50
MatNr1,2391,PrMod3,TSys27,AB-1CD-7,23.09.2024,18:29:40,OK,OK,00:01:47,00:01:47
MatNr2,2392,PrMod3,TSys27,AB-2CD-1,23.09.2024,18:55:58,System_issue,System_error,00:02:39,00:02:39
MatNr2,2393,PrMod1,TSys27,AB-2CD-2,23.09.2024,19:18:02,OK,OK,00:01:57,00:01:57
MatNr2,2394,PrMod2,TSys54,AB-1CD-1,23.09.2024,19:40:35,OK,OK,00:01:57,00:01:57
MatNr1,2395,PrMod3,TSys32,AB-1CD-8,23.09.2024,20:01:38,OK,OK,00:02:26,00:02:26
MatNr1,2396,PrMod3,TSys27,AB-1CD-9,23.09.2024,20:29:57,Angel_to_low,Tolerance_violence,00:02:01,00:02:01
MatNr3,2397,PrMod4,TSys32,AB-2CD-1,23.09.2024,20:50:56,OK,OK,00:02:11,00:02:11
MatNr3,2398,PrMod1,TSys54,AB-3CD-8,23.09.2024,21:14:50,Angel_to_low,Tolerance_violence,00:02:18,00:02:18
MatNr3,2399,PrMod4,TSys32,AB-2CD-9,23.09.2024,21:38:07,OK,OK,00:02:15,00:02:15
MatNr1,2400,PrMod4,TSys54,AB-1CD-4,23.09.2024,22:01:43,OK,OK,00:01:46,00:01:46
MatNr2,2401,PrMod2,TSys27,AB-3CD-6,23.09.2024,22:23:04,OK,OK,00:02:10,00:02:10
MatNr2,2402,PrMod3,TSys32,AB-1CD-1,23.09.2024,22:47:14,OK,OK,00:01:47,00:01:47
MatNr2,2403,PrMod2,TSys27,AB-3CD-9,23.09.2024,23:10:56,OK,OK,00:02:11,00:02:11
MatNr1,2404,PrMod1,TSys54,AB-2CD-6,23.09.2024,23:35:41,OK,OK,00:01:59,00:01:59
MatNr2,2405,PrMod1,TSys32,AB-2CD-3,23.09.2024,23:58:25,OK,OK,00:02:03,00:02:03
MatNr1,2406,PrMod2,TSys32,AB-2CD-2,24.09.2024,00:22:10,OK,OK,00:01:40,00:01:40
MatNr1,2407,PrMod4,TSys32,AB-1CD-9,24.09.2024,00:43:35,OK,OK,00:02:19,00:02:19
MatNr1,2408,PrMod2,TSys32,AB-2CD-7,24.09.2024,01:12:40,angel_to_wide,Tolerance_violence,00:02:02,00:02:02
MatNr3,2409,PrMod1,TSys32,AB-1CD-3,24.09.2024,01:36:42,angel_to_wide,Tolerance_violence,00:01:57,00:01:57
MatNr1,2410,PrMod2,TSys54,AB-1CD-1,24.09.2024,02:01:28,OK,OK,00:02:23,00:02:23
MatNr1,2411,PrMod4,TSys54,AB-1CD-9,24.09.2024,02:26:09,OK,OK,00:01:48,00:01:48
MatNr1,2412,PrMod3,TSys32,AB-2CD-0,24.09.2024,02:50:31,OK,OK,00:02:07,00:02:07
MatNr1,2413,PrMod3,TSys54,AB-3CD-3,24.09.2024,03:17:11,angel_to_wide,Tolerance_violence,00:01:54,00:01:54
MatNr3,2414,PrMod4,TSys54,AB-2CD-8,24.09.2024,03:39:44,OK,OK,00:02:25,00:02:25
MatNr3,2415,PrMod1,TSys32,AB-2CD-4,24.09.2024,04:05:06,System_issue,System_error,00:01:25,00:01:25
MatNr2,2416,PrMod4,TSys27,AB-1CD-9,24.09.2024,04:27:55,OK,OK,00:01:49,00:01:49
MatNr1,2417,PrMod3,TSys32,AB-2CD-5,24.09.2024,04:54:00,Angel_to_low,Tolerance_violence,00:02:01,00:02:01
MatNr2,2418,PrMod1,TSys54,AB-1CD-9,24.09.2024,05:14:47,OK,OK,00:02:02,00:02:02
MatNr2,2419,PrMod1,TSys54,AB-2CD-5,24.09.2024,05:39:07,OK,OK,00:02:10,00:02:10
MatNr1,2420,PrMod2,TSys54,AB-2CD-6,24.09.2024,06:01:43,OK,OK,00:01:27,00:01:27
MatNr2,2421,PrMod3,TSys54,AB-2CD-0,24.09.2024,06:23:06,OK,OK,00:02:24,00:02:24
MatNr2,2422,PrMod4,TSys27,AB-3CD-9,24.09.2024,06:46:05,OK,OK,00:02:09,00:02:09
MatNr3,2423,PrMod2,TSys27,AB-2CD-8,24.09.2024,07:10:34,OK,OK,00:01:51,00:01:51
MatNr1,2424,PrMod4,TSys54,AB-3CD-0,24.09.2024,07:33:12,OK,OK,00:02:08,00:02:08
MatNr2,2425,PrMod3,TSys27,AB-2CD-5,24.09.2024,07:59:42,OK,OK,00:02:00,00:02:00
MatNr1,2426,PrMod3,TSys27,AB-2CD-4,24.09.2024,08:23:02,OK,OK,00:01:36,00:01:36
MatNr3,2427,PrMod1,TSys54,AB-3CD-8,24.09.2024,08:44:32,temperature_to_high,Tolerance_violence,00:01:21,00:01:21
MatNr1,2428,PrMod1,TSys54,AB-3CD-3,24.09.2024,09:07:46,OK,OK,00:02:40,00:02:40
MatNr3,2429,PrMod3,TSys54,AB-2CD-2,24.09.2024,09:35:22,angel_to_wide,Tolerance_violence,00:02:18,00:02:18
MatNr3,2430,PrMod3,TSys27,AB-1CD-6,24.09.2024,10:00:22,OK,OK,00:01:30,00:01:30
MatNr2,2431,PrMod3,TSys54,AB-3CD-8,24.09.2024,10:21:44,OK,OK,00:02:07,00:02:07
MatNr2,2432,PrMod4,TSys27,AB-1CD-5,24.09.2024,10:46:27,OK,OK,00:02:03,00:02:03
MatNr3,2433,PrMod2,TSys54,AB-2CD-9,24.09.2024,11:09:29,System_issue,System_error,00:01:14,00:01:14
MatNr2,2434,PrMod1,TSys54,AB-2CD-7,24.09.2024,11:32:08,OK,OK,00:02:29,00:02:29
MatNr1,2435,PrMod4,TSys32,AB-1CD-8,24.09.2024,11:57:13,System_issue,System_error,00:01:38,00:01:38
MatNr3,2436,PrMod4,TSys32,AB-3CD-4,24.09.2024,12:23:53,OK,OK,00:01:23,00:01:23
MatNr3,2437,PrMod4,TSys32,AB-1CD-8,24.09.2024,12:45:50,OK,OK,00:01:38,00:01:38
MatNr3,2438,PrMod2,TSys27,AB-3CD-1,24.09.2024,13:11:28,angel_to_wide,Tolerance_violence,00:02:20,00:02:20
MatNr3,2439,PrMod4,TSys32,AB-2CD-7,24.09.2024,13:39:12,System_issue,System_error,00:01:52,00:01:52
MatNr3,2440,PrMod2,TSys27,AB-3CD-1,24.09.2024,14:04:37,OK,OK,00:02:24,00:02:24
MatNr1,2441,PrMod1,TSys27,AB-1CD-2,24.09.2024,14:29:39,OK,OK,00:01:35,00:01:35
MatNr3,2442,PrMod3,TSys27,AB-1CD-6,24.09.2024,14:55:01,OK,OK,00:02:17,00:02:17
MatNr1,2443,PrMod4,TSys27,AB-3CD-1,24.09.2024,15:21:14,angel_to_wide,Tolerance_violence,00:01:39,00:01:39
MatNr2,2444,PrMod1,TSys27,AB-1CD-1,24.09.2024,15:45:47,OK,OK,00:01:54,00:01:54
MatNr2,2445,PrMod3,TSys27,AB-2CD-1,24.09.2024,16:09:30,OK,OK,00:01:37,00:01:37
MatNr3,2446,PrMod3,TSys27,AB-1CD-9,24.09.2024,16:31:16,OK,OK,00:01:36,00:01:36
MatNr1,2447,PrMod2,TSys27,AB-1CD-6,24.09.2024,16:53:06,Angel_to_low,Tolerance_violence,00:02:13,00:02:13
MatNr2,2448,PrMod4,TSys54,AB-2CD-0,24.09.2024,17:16:51,OK,OK,00:02:18,00:02:18
MatNr3,2449,PrMod1,TSys54,AB-1CD-1,24.09.2024,17:39:28,OK,OK,00:02:09,00:02:09
MatNr2,2450,PrMod4,TSys27,AB-2CD-4,24.09.2024,18:01:19,OK,OK,00:02:22,00:02:22
MatNr3,2451,PrMod2,TSys54,AB-2CD-2,24.09.2024,18:24:17,angel_to_wide,Tolerance_violence,00:02:08,00:02:08
MatNr2,2452,PrMod2,TSys54,AB-3CD-2,24.09.2024,18:43:23,OK,OK,00:01:51,00:01:51
MatNr2,2453,PrMod1,TSys54,AB-2CD-9,24.09.2024,19:11:15,angel_to_wide,Tolerance_violence,00:01:27,00:01:27
MatNr3,2454,PrMod3,TSys27,AB-1CD-9,24.09.2024,19:34:01,angel_to_wide,Tolerance_violence,00:01:55,00:01:55
MatNr3,2455,PrMod2,TSys27,AB-3CD-7,24.09.2024,19:58:23,OK,OK,00:01:47,00:01:47
MatNr1,2456,PrMod1,TSys27,AB-2CD-6,24.09.2024,20:24:15,temperature_to_high,Tolerance_violence,00:01:48,00:01:48
MatNr1,2457,PrMod3,TSys54,AB-2CD-8,24.09.2024,20:49:03,OK,OK,00:01:25,00:01:25
MatNr1,2458,PrMod3,TSys27,AB-1CD-0,24.09.2024,21:07:59,OK,OK,00:02:14,00:02:14
MatNr3,2459,PrMod3,TSys54,AB-2CD-9,24.09.2024,21:32:48,System_issue,System_error,00:02:05,00:02:05
MatNr1,2460,PrMod3,TSys54,AB-3CD-2,24.09.2024,21:53:22,OK,OK,00:01:48,00:01:48
MatNr3,2461,PrMod1,TSys32,AB-2CD-9,24.09.2024,22:18:10,OK,OK,00:01:52,00:01:52
MatNr1,2462,PrMod1,TSys32,AB-1CD-0,24.09.2024,22:40:16,OK,OK,00:02:34,00:02:34
MatNr1,2463,PrMod1,TSys27,AB-3CD-9,24.09.2024,23:05:44,OK,OK,00:02:03,00:02:03
MatNr1,2464,PrMod1,TSys54,AB-1CD-1,24.09.2024,23:29:25,OK,OK,00:01:53,00:01:53
MatNr1,2465,PrMod1,TSys54,AB-2CD-1,24.09.2024,23:52:36,OK,OK,00:01:57,00:01:57
MatNr1,2466,PrMod1,TSys27,AB-2CD-8,25.09.2024,00:17:23,OK,OK,00:01:25,00:01:25
MatNr2,2467,PrMod3,TSys32,AB-2CD-9,25.09.2024,00:40:16,OK,OK,00:01:36,00:01:36
MatNr2,2468,PrMod4,TSys54,AB-1CD-9,25.09.2024,01:01:11,temperature_to_high,Tolerance_violence,00:01:44,00:01:44
MatNr2,2469,PrMod3,TSys32,AB-2CD-8,25.09.2024,01:25:52,OK,OK,00:01:52,00:01:52
MatNr3,2470,PrMod3,TSys32,AB-2CD-1,25.09.2024,01:50:04,OK,OK,00:02:10,00:02:10
MatNr3,2471,PrMod4,TSys54,AB-1CD-8,25.09.2024,02:09:55,OK,OK,00:02:26,00:02:26
MatNr1,2472,PrMod2,TSys27,AB-1CD-7,25.09.2024,02:33:10,OK,OK,00:02:33,00:02:33
MatNr1,2473,PrMod2,TSys54,AB-3CD-6,25.09.2024,02:59:12,OK,OK,00:01:54,00:01:54
MatNr3,2474,PrMod1,TSys54,AB-1CD-2,25.09.2024,03:23:44,OK,OK,00:01:52,00:01:52
MatNr3,2475,PrMod2,TSys54,AB-2CD-0,25.09.2024,03:46:13,OK,OK,00:02:20,00:02:20
MatNr1,2476,PrMod2,TSys54,AB-1CD-7,25.09.2024,04:08:24,OK,OK,00:02:28,00:02:28
MatNr3,2477,PrMod2,TSys54,AB-2CD-8,25.09.2024,04:31:30,OK,OK,00:02:16,00:02:16
MatNr2,2478,PrMod4,TSys54,AB-1CD-5,25.09.2024,04:54:09,OK,OK,00:02:18,00:02:18
MatNr2,2479,PrMod2,TSys27,AB-1CD-0,25.09.2024,05:16:46,OK,OK,00:02:16,00:02:16
MatNr1,2480,PrMod1,TSys32,AB-2CD-3,25.09.2024,05:39:25,OK,OK,00:01:50,00:01:50
MatNr3,2481,PrMod2,TSys54,AB-3CD-5,25.09.2024,06:03:09,OK,OK,00:02:28,00:02:28
MatNr3,2482,PrMod4,TSys27,AB-3CD-6,25.09.2024,06:27:06,OK,OK,00:02:17,00:02:17
MatNr3,2483,PrMod3,TSys27,AB-2CD-1,25.09.2024,06:50:08,angel_to_wide,Tolerance_violence,00:02:16,00:02:16
MatNr3,2484,PrMod4,TSys54,AB-2CD-2,25.09.2024,07:15:13,angel_to_wide,Tolerance_violence,00:01:48,00:01:48
MatNr1,2485,PrMod2,TSys27,AB-3CD-0,25.09.2024,07:39:16,OK,OK,00:02:13,00:02:13
MatNr2,2486,PrMod2,TSys27,AB-2CD-2,25.09.2024,08:09:06,System_issue,System_error,00:01:58,00:01:58
MatNr2,2486,PrMod2,TSys27,AB-2CD-2,25.09.2024,08:15:01,System_issue,System_error,00:01:28,00:01:28
MatNr1,2487,PrMod2,TSys54,AB-3CD-7,25.09.2024,08:36:11,OK,OK,00:02:11,00:02:11
MatNr1,2488,PrMod4,TSys27,AB-1CD-1,25.09.2024,08:58:41,OK,OK,00:01:42,00:01:42
MatNr2,2489,PrMod3,TSys32,AB-2CD-6,25.09.2024,09:23:04,System_issue,System_error,00:02:21,00:02:21
MatNr2,2490,PrMod2,TSys54,AB-1CD-7,25.09.2024,09:47:19,OK,OK,00:02:14,00:02:14
MatNr3,2491,PrMod2,TSys27,AB-1CD-1,25.09.2024,10:08:19,angel_to_wide,Tolerance_violence,00:02:23,00:02:23
MatNr3,2492,PrMod2,TSys32,AB-1CD-2,25.09.2024,10:30:42,OK,OK,00:02:31,00:02:31
MatNr3,2493,PrMod1,TSys27,AB-2CD-8,25.09.2024,10:55:17,OK,OK,00:01:58,00:01:58
MatNr3,2494,PrMod1,TSys27,AB-2CD-8,25.09.2024,11:20:19,temperature_to_high,Tolerance_violence,00:02:04,00:02:04
MatNr3,2495,PrMod4,TSys54,AB-1CD-2,25.09.2024,11:44:59,OK,OK,00:01:28,00:01:28
MatNr3,2496,PrMod1,TSys27,AB-1CD-9,25.09.2024,12:10:41,OK,OK,00:02:33,00:02:33
MatNr3,2497,PrMod1,TSys54,AB-3CD-6,25.09.2024,12:32:37,System_issue,System_error,00:01:43,00:01:43
MatNr1,2498,PrMod2,TSys27,AB-3CD-6,25.09.2024,12:56:41,System_issue,System_error,00:02:31,00:02:31
MatNr1,2498,PrMod2,TSys27,AB-3CD-6,25.09.2024,13:03:23,System_issue,System_error,00:01:48,00:01:48
MatNr2,2499,PrMod4,TSys32,AB-1CD-1,25.09.2024,13:24:36,OK,OK,00:02:15,00:02:15
MatNr3,2500,PrMod1,TSys54,AB-1CD-4,25.09.2024,13:48:11,System_issue,System_error,00:02:00,00:02:00
MatNr1,2501,PrMod2,TSys32,AB-2CD-1,25.09.2024,14:12:16,OK,OK,00:02:33,00:02:33
MatNr1,2502,PrMod4,TSys54,AB-3CD-8,25.09.2024,14:36:15,OK,OK,00:01:42,00:01:42
MatNr2,2503,PrMod4,TSys54,AB-3CD-0,25.09.2024,15:00:05,OK,OK,00:02:25,00:02:25
MatNr2,2504,PrMod1,TSys32,AB-2CD-3,25.09.2024,15:24:03,OK,OK,00:02:00,00:02:00
MatNr3,2505,PrMod3,TSys54,AB-3CD-2,25.09.2024,15:45:10,OK,OK,00:01:56,00:01:56
MatNr3,2506,PrMod2,TSys32,AB-2CD-4,25.09.2024,16:09:07,OK,OK,00:01:56,00:01:56
MatNr2,2507,PrMod1,TSys54,AB-3CD-0,25.09.2024,16:31:35,Angel_to_low,Tolerance_violence,00:02:16,00:02:16
MatNr1,2508,PrMod3,TSys54,AB-1CD-6,25.09.2024,16:55:34,OK,OK,00:01:21,00:01:21
MatNr1,2509,PrMod1,TSys27,AB-2CD-2,25.09.2024,17:18:55,OK,OK,00:02:35,00:02:35
MatNr1,2510,PrMod3,TSys27,AB-2CD-7,25.09.2024,17:40:03,System_issue,System_error,00:02:07,00:02:07
MatNr3,2511,PrMod4,TSys32,AB-1CD-7,25.09.2024,18:05:53,OK,OK,00:01:48,00:01:48
MatNr2,2512,PrMod2,TSys27,AB-2CD-2,25.09.2024,18:28:08,OK,OK,00:01:52,00:01:52
MatNr2,2513,PrMod1,TSys32,AB-1CD-2,25.09.2024,18:51:39,OK,OK,00:01:42,00:01:42
MatNr3,2514,PrMod4,TSys32,AB-3CD-8,25.09.2024,19:15:05,OK,OK,00:02:24,00:02:24
MatNr3,2515,PrMod4,TSys27,AB-2CD-4,25.09.2024,19:39:04,OK,OK,00:01:46,00:01:46
MatNr1,2516,PrMod4,TSys27,AB-3CD-9,25.09.2024,20:02:41,OK,OK,00:01:53,00:01:53
MatNr2,2517,PrMod4,TSys27,AB-3CD-6,25.09.2024,20:25:47,angel_to_wide,Tolerance_violence,00:02:14,00:02:14
MatNr3,2518,PrMod2,TSys54,AB-2CD-9,25.09.2024,20:50:02,OK,OK,00:01:59,00:01:59
MatNr1,2519,PrMod4,TSys54,AB-3CD-4,25.09.2024,21:13:22,OK,OK,00:01:50,00:01:50
MatNr3,2520,PrMod3,TSys32,AB-1CD-0,25.09.2024,21:36:06,OK,OK,00:01:35,00:01:35
MatNr3,2521,PrMod3,TSys27,AB-1CD-0,25.09.2024,21:58:26,OK,OK,00:02:19,00:02:19
MatNr3,2522,PrMod2,TSys27,AB-1CD-7,25.09.2024,22:24:32,angel_to_wide,Tolerance_violence,00:01:41,00:01:41
MatNr1,2523,PrMod1,TSys32,AB-2CD-6,25.09.2024,22:47:43,angel_to_wide,Tolerance_violence,00:02:15,00:02:15
MatNr3,2524,PrMod3,TSys27,AB-2CD-6,25.09.2024,23:13:01,System_issue,System_error,00:01:42,00:01:42
MatNr1,2525,PrMod2,TSys27,AB-3CD-6,25.09.2024,23:37:35,System_issue,System_error,00:02:10,00:02:10
MatNr1,2525,PrMod2,TSys27,AB-3CD-6,25.09.2024,23:42:47,System_issue,System_error,00:02:13,00:02:13
MatNr2,2526,PrMod2,TSys54,AB-2CD-4,26.09.2024,00:06:05,OK,OK,00:01:46,00:01:46
MatNr2,2527,PrMod4,TSys54,AB-3CD-1,26.09.2024,00:28:14,OK,OK,00:01:49,00:01:49
MatNr3,2528,PrMod2,TSys27,AB-1CD-7,26.09.2024,00:52:07,OK,OK,00:02:01,00:02:01
MatNr3,2529,PrMod1,TSys54,AB-1CD-6,26.09.2024,01:14:55,System_issue,System_error,00:02:07,00:02:07
MatNr2,2530,PrMod1,TSys27,AB-3CD-2,26.09.2024,01:40:58,OK,OK,00:02:19,00:02:19
MatNr3,2531,PrMod1,TSys27,AB-3CD-6,26.09.2024,02:05:30,OK,OK,00:01:48,00:01:48
MatNr2,2532,PrMod1,TSys27,AB-3CD-1,26.09.2024,02:29:35,OK,OK,00:02:37,00:02:37
MatNr2,2533,PrMod1,TSys32,AB-1CD-7,26.09.2024,02:55:13,OK,OK,00:02:13,00:02:13
MatNr1,2534,PrMod3,TSys54,AB-1CD-9,26.09.2024,03:18:17,System_issue,System_error,00:01:07,00:01:07
MatNr2,2535,PrMod4,TSys32,AB-2CD-9,26.09.2024,03:41:09,temperature_to_high,Tolerance_violence,00:01:46,00:01:46
MatNr1,2536,PrMod2,TSys54,AB-1CD-6,26.09.2024,04:06:21,OK,OK,00:01:29,00:01:29
MatNr3,2537,PrMod2,TSys54,AB-2CD-7,26.09.2024,04:28:56,Angel_to_low,Tolerance_violence,00:02:22,00:02:22
MatNr1,2538,PrMod2,TSys32,AB-3CD-6,26.09.2024,04:52:04,OK,OK,00:01:46,00:01:46
MatNr2,2539,PrMod2,TSys32,AB-3CD-6,26.09.2024,05:15:17,OK,OK,00:01:36,00:01:36
